Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2025-10-03 10:51:13,2,27 Connie Chan,0,0,0,0,0.6831276,0.6003047
2025-10-03 11:03:23,4,17 Rufus Caitlin Duffner,0,0,0,0,0.5967078,0.595226
2025-10-03 11:09:02,6,15 Hannah Cheng,0,0,0,0,0.59396434,0.69933975
2025-10-03 11:10:10,6,72 JJ Jarik,0,0,0,0,0.66803837,0.30878618
2025-10-03 11:21:48,12,15 Hannah Cheng,0,0,0,0,0.6282579,0.29964447
2025-10-03 11:27:39,14,13 Grace Feehan,1,0,0,0,0.7434842,0.8902996
2025-10-03 11:28:49,14,06 Kylie Chesner,0,0,0,0,0.7187928,0.50482476
2025-10-03 11:32:24,15,11 Letty Ho,0,0,0,0,0.24965708,0.77653635
